date,title,url,video_id
2026-01-29,Moondog - Bird's Lament,https://www.youtube.com/watch?v=RW8SBwGNcF8,RW8SBwGNcF8
2026-01-31,【Guqin】《unsullied》 — The theme song of Ashes of Love,https://www.youtube.com/watch?v=h0AAFhx3RmA&list=RDh0AAFhx3RmA&start_radio=1,h0AAFhx3RmA
2026-02-01,Múm - Hufeland,https://www.youtube.com/watch?v=f74SGoUrjGo&list=RDf74SGoUrjGo&start_radio=1,f74SGoUrjGo
2026-02-02,Gary B.B. Coleman — The Sky is Crying,https://www.youtube.com/watch?v=71Gt46aX9Z4&list=LL&index=13,71Gt46aX9Z4
2026-02-03,mark murphy - the windmills of your mind,https://www.youtube.com/watch?v=gUvSg4_SP0E&list=RDGMEM6CZm14o9sc-Q22TIneLI8gVMgUvSg4_SP0E&start_radio=1,gUvSg4_SP0E
2026-02-04,Eddie Jefferson - So What,https://www.youtube.com/watch?v=20ZHeLhsQ14&list=LL&index=20,20ZHeLhsQ14
